interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_numEdges,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
9000.00,9300.00,cross_junction_ratmalana_bus,0,11.08,0,392,AGGREGATED,64,64,0.08,387,45,0.10,1585.48,15188.74,2.89,0.17,9334.79,1702.08,5255.00
9000.00,9300.00,cross_junction_ratmalana_probe,0,1.73,0,79,AGGREGATED,17,17,0.01,77,43,0.01,1289.31,2290.52,3.43,0.20,1828.28,1325.87,923.00
9000.00,9300.00,cross_junction_ratmalana_general,161,148.25,204,5914,AGGREGATED,1596,1596,1.12,5891,43,0.42,1402.76,196278.48,3.15,0.19,158164.98,1431.68,81257.20
9000.00,9300.00,wellawatta_kollupitiya_bus,0,2.23,0,227,AGGREGATED,2,2,0.01,230,76,0.01,372.26,1545.79,6.24,0.37,136.55,420.87,6.00
9000.00,9300.00,wellawatta_kollupitiya_probe,0,0.01,0,2,AGGREGATED,0,0,0.00,2,78,0.00,184.68,10.30,12.97,0.78,0.79,183.98,0.00
9000.00,9300.00,wellawatta_kollupitiya_general,163,60.65,177,17035,AGGREGATED,982,982,0.19,17046,78,0.07,177.36,43491.10,13.50,0.81,6940.81,177.67,1159.00
9300.00,9600.00,cross_junction_ratmalana_bus,0,12.34,0,410,AGGREGATED,50,50,0.09,412,45,0.10,1599.85,16905.18,2.86,0.17,10740.49,1699.28,6226.00
9300.00,9600.00,cross_junction_ratmalana_probe,0,1.92,0,76,AGGREGATED,24,24,0.01,79,43,0.01,1353.71,2536.94,3.26,0.19,2022.24,1371.62,967.00
9300.00,9600.00,cross_junction_ratmalana_general,156,161.27,205,6022,AGGREGATED,1603,1603,1.22,6031,43,0.45,1478.64,213508.56,2.99,0.18,174214.33,1506.58,90351.70
9300.00,9600.00,wellawatta_kollupitiya_bus,0,2.23,0,203,AGGREGATED,4,4,0.01,205,76,0.01,411.49,1546.44,5.64,0.34,192.68,470.74,67.00
9300.00,9600.00,wellawatta_kollupitiya_probe,0,0.17,0,45,AGGREGATED,5,5,0.00,44,78,0.00,193.28,121.99,12.39,0.74,31.42,194.89,3.00
9300.00,9600.00,wellawatta_kollupitiya_general,167,61.83,204,17653,AGGREGATED,917,917,0.20,17705,78,0.07,176.16,44339.99,13.59,0.82,7090.61,176.50,1289.00
9600.00,9900.00,cross_junction_ratmalana_bus,0,12.51,0,360,AGGREGATED,101,101,0.09,355,45,0.11,1788.66,17141.56,2.56,0.15,11357.62,1905.71,7113.00
9600.00,9900.00,cross_junction_ratmalana_probe,0,2.05,0,65,AGGREGATED,14,14,0.02,63,43,0.01,1981.97,2719.84,2.23,0.13,2371.10,1985.34,1287.00
9600.00,9900.00,cross_junction_ratmalana_general,157,179.51,221,5739,AGGREGATED,1643,1644,1.36,5682,43,0.51,1701.10,237653.33,2.60,0.16,199383.38,1733.10,107247.23
9600.00,9900.00,wellawatta_kollupitiya_bus,0,3.42,0,372,AGGREGATED,12,12,0.01,366,76,0.01,351.28,2371.25,6.61,0.40,273.04,393.80,69.00
9600.00,9900.00,wellawatta_kollupitiya_probe,0,0.13,0,40,AGGREGATED,1,1,0.00,40,78,0.00,155.54,95.57,15.40,0.92,8.29,155.28,0.00
9600.00,9900.00,wellawatta_kollupitiya_general,173,62.50,197,17985,AGGREGATED,1100,1100,0.20,18014,78,0.07,174.80,44819.45,13.70,0.82,6939.75,175.15,1202.00
9900.00,10200.00,cross_junction_ratmalana_bus,0,13.61,0,327,AGGREGATED,56,56,0.10,321,45,0.12,2238.61,18651.56,2.05,0.12,13821.11,2384.27,9711.00
9900.00,10200.00,cross_junction_ratmalana_probe,0,2.00,0,58,AGGREGATED,17,17,0.02,56,43,0.01,1692.74,2646.42,2.61,0.16,2229.95,1730.86,1097.08
9900.00,10200.00,cross_junction_ratmalana_general,180,198.09,211,5685,AGGREGATED,1409,1409,1.50,5683,43,0.56,1848.29,262253.79,2.39,0.14,223677.50,1886.75,126053.10
9900.00,10200.00,wellawatta_kollupitiya_bus,0,4.51,0,478,AGGREGATED,10,10,0.01,476,76,0.01,354.74,3127.62,6.55,0.39,583.63,394.50,209.00
9900.00,10200.00,wellawatta_kollupitiya_probe,0,0.40,0,107,AGGREGATED,11,11,0.00,107,78,0.00,186.95,288.34,12.81,0.77,80.09,188.83,22.00
9900.00,10200.00,wellawatta_kollupitiya_general,188,68.04,194,19282,AGGREGATED,1150,1150,0.22,19270,78,0.07,177.16,48794.07,13.51,0.81,8251.43,177.61,1517.00
10200.00,10500.00,cross_junction_ratmalana_bus,0,14.07,0,331,AGGREGATED,53,53,0.10,328,45,0.12,2304.66,19280.28,1.99,0.12,14410.97,2467.51,10468.00
10200.00,10500.00,cross_junction_ratmalana_probe,0,2.26,0,65,AGGREGATED,15,15,0.02,65,43,0.01,1941.40,2986.54,2.28,0.14,2535.77,1986.65,1411.00
10200.00,10500.00,cross_junction_ratmalana_general,160,209.66,214,6021,AGGREGATED,1555,1555,1.59,6003,43,0.58,1893.52,277576.18,2.33,0.14,237602.51,1933.33,131078.15
10200.00,10500.00,wellawatta_kollupitiya_bus,0,4.49,0,472,AGGREGATED,6,6,0.01,479,76,0.01,367.71,3109.98,6.32,0.38,586.99,416.63,237.00
10200.00,10500.00,wellawatta_kollupitiya_probe,0,0.13,0,42,AGGREGATED,2,2,0.00,43,78,0.00,146.71,90.56,16.32,0.98,7.82,146.45,0.00
10200.00,10500.00,wellawatta_kollupitiya_general,127,58.19,192,16909,AGGREGATED,929,929,0.19,17019,78,0.06,174.37,41730.34,13.73,0.82,6340.73,174.54,1096.00
10500.00,10800.00,cross_junction_ratmalana_bus,0,14.79,0,276,AGGREGATED,63,64,0.11,275,45,0.13,2893.70,20265.40,1.58,0.09,15923.31,3123.93,11832.00
10500.00,10800.00,cross_junction_ratmalana_probe,0,2.35,0,66,AGGREGATED,23,23,0.02,65,43,0.01,2125.47,3114.44,2.08,0.12,2728.11,2190.89,1508.00
10500.00,10800.00,cross_junction_ratmalana_general,179,224.79,211,5945,AGGREGATED,1576,1577,1.70,5907,43,0.63,2147.96,297611.57,2.06,0.12,259496.31,2197.13,150797.97
10500.00,10800.00,wellawatta_kollupitiya_bus,0,2.05,0,194,AGGREGATED,2,2,0.01,196,76,0.01,403.38,1422.92,5.76,0.35,248.76,462.81,95.00
10500.00,10800.00,wellawatta_kollupitiya_probe,,,,,,,,,,,,,,,,,,
10500.00,10800.00,wellawatta_kollupitiya_general,66,42.44,176,12488,AGGREGATED,717,717,0.14,12616,78,0.05,170.81,30434.17,14.02,0.84,4229.38,170.89,745.00
10800.00,11100.00,cross_junction_ratmalana_bus,0,15.67,0,243,AGGREGATED,24,24,0.12,236,45,0.14,3542.12,21471.69,1.29,0.08,18029.62,3826.75,14192.00
10800.00,11100.00,cross_junction_ratmalana_probe,0,2.41,0,48,AGGREGATED,17,17,0.02,48,43,0.01,2557.68,3189.04,1.73,0.10,2846.77,2626.47,1716.00
10800.00,11100.00,cross_junction_ratmalana_general,157,237.84,194,5237,AGGREGATED,1373,1373,1.80,5174,43,0.66,2466.72,314884.15,1.79,0.11,280049.87,2522.86,169971.19
10800.00,11100.00,wellawatta_kollupitiya_bus,0,0.32,0,24,AGGREGATED,0,0,0.00,26,76,0.00,442.75,218.76,5.25,0.31,16.69,509.33,0.00
10800.00,11100.00,wellawatta_kollupitiya_probe,,,,,,,,,,,,,,,,,,
10800.00,11100.00,wellawatta_kollupitiya_general,55,51.08,277,15370,AGGREGATED,584,584,0.16,15559,78,0.06,167.05,36628.13,14.33,0.86,4282.42,166.93,377.00
11100.00,11400.00,cross_junction_ratmalana_bus,0,17.27,0,326,AGGREGATED,37,38,0.13,315,45,0.15,3160.27,23673.99,1.45,0.09,19058.96,3437.66,15021.00
11100.00,11400.00,cross_junction_ratmalana_probe,0,2.77,0,55,AGGREGATED,17,17,0.02,54,43,0.01,2636.69,3666.76,1.68,0.10,3290.04,2708.91,1931.00
11100.00,11400.00,cross_junction_ratmalana_general,153,254.64,182,5824,AGGREGATED,1737,1739,1.93,5820,43,0.71,2410.28,337131.11,1.83,0.11,299025.24,2468.61,171909.23
11100.00,11400.00,wellawatta_kollupitiya_bus,0,0.48,0,63,AGGREGATED,0,0,0.00,61,76,0.00,283.83,331.87,8.18,0.49,50.65,307.91,21.00
11100.00,11400.00,wellawatta_kollupitiya_probe,0,0.22,0,72,AGGREGATED,1,1,0.00,72,78,0.00,155.21,160.26,15.43,0.93,25.63,154.48,5.00
11100.00,11400.00,wellawatta_kollupitiya_general,73,58.23,282,16752,AGGREGATED,682,682,0.19,16949,78,0.06,175.50,41757.33,13.64,0.82,6663.20,175.86,905.00
11400.00,11700.00,cross_junction_ratmalana_bus,0,18.64,0,262,AGGREGATED,33,34,0.14,258,45,0.16,3984.99,25549.76,1.15,0.07,21756.99,4346.75,18558.00
11400.00,11700.00,cross_junction_ratmalana_probe,0,2.89,0,58,AGGREGATED,11,11,0.02,58,43,0.01,3250.29,3821.21,1.36,0.08,3480.83,3365.57,2368.58
11400.00,11700.00,cross_junction_ratmalana_general,145,269.11,191,5633,AGGREGATED,1414,1414,2.04,5639,43,0.74,2611.36,356279.88,1.69,0.10,318985.61,2670.97,194806.53
11400.00,11700.00,wellawatta_kollupitiya_bus,0,0.91,0,116,AGGREGATED,0,0,0.00,118,76,0.00,308.74,631.74,7.52,0.45,70.61,347.68,6.00
11400.00,11700.00,wellawatta_kollupitiya_probe,0,0.02,0,6,AGGREGATED,0,0,0.00,6,78,0.00,167.29,17.15,14.31,0.86,3.78,167.65,0.00
11400.00,11700.00,wellawatta_kollupitiya_general,93,73.67,284,20649,AGGREGATED,903,903,0.24,20823,78,0.08,179.82,52832.76,13.31,0.80,9843.24,179.73,936.00
11700.00,12000.00,cross_junction_ratmalana_bus,0,18.47,0,193,AGGREGATED,26,29,0.14,184,45,0.16,5381.59,25309.28,0.85,0.05,22313.21,5871.26,19583.00
11700.00,12000.00,cross_junction_ratmalana_probe,0,2.65,0,50,AGGREGATED,10,10,0.02,52,43,0.01,2877.58,3514.48,1.54,0.09,3171.44,2938.31,2114.00
11700.00,12000.00,cross_junction_ratmalana_general,115,285.65,232,6060,AGGREGATED,1328,1330,2.16,6032,43,0.79,2477.86,378179.64,1.78,0.11,336611.66,2527.78,203137.40
11700.00,12000.00,wellawatta_kollupitiya_bus,0,1.48,0,185,AGGREGATED,0,0,0.00,182,76,0.00,295.89,1022.90,7.85,0.47,130.67,325.83,27.00
11700.00,12000.00,wellawatta_kollupitiya_probe,,,,,,,,,,,,,,,,,,
11700.00,12000.00,wellawatta_kollupitiya_general,174,89.85,298,23406,AGGREGATED,1132,1132,0.29,23479,78,0.10,192.12,64429.43,12.46,0.75,14918.07,192.49,2265.00
12000.00,12300.00,cross_junction_ratmalana_bus,0,19.12,0,163,AGGREGATED,15,18,0.14,157,45,0.17,6864.00,26196.64,0.67,0.04,23828.13,7544.28,20801.00
12000.00,12300.00,cross_junction_ratmalana_probe,0,2.91,0,48,AGGREGATED,15,15,0.02,45,43,0.01,3665.23,3851.71,1.21,0.07,3561.79,3741.91,2457.00
12000.00,12300.00,cross_junction_ratmalana_general,107,318.49,215,5247,AGGREGATED,1331,1331,2.41,5206,43,0.89,3294.24,421656.34,1.34,0.08,386553.03,3372.61,246522.78
12000.00,12300.00,wellawatta_kollupitiya_bus,0,1.34,0,139,AGGREGATED,0,0,0.00,140,76,0.00,356.11,925.74,6.52,0.39,100.83,402.75,8.00
12000.00,12300.00,wellawatta_kollupitiya_probe,0,0.17,0,32,AGGREGATED,4,4,0.00,31,78,0.00,221.35,122.24,10.82,0.65,36.71,223.94,18.00
12000.00,12300.00,wellawatta_kollupitiya_general,188,94.99,283,23605,AGGREGATED,1208,1208,0.30,23703,78,0.10,202.24,68119.62,11.84,0.71,18689.53,202.82,3152.89
12300.00,12600.00,cross_junction_ratmalana_bus,0,20.61,0,182,AGGREGATED,30,32,0.15,170,45,0.18,7473.16,28241.55,0.61,0.04,25878.80,8291.03,22354.00
12300.00,12600.00,cross_junction_ratmalana_probe,0,3.29,0,46,AGGREGATED,10,10,0.02,45,43,0.01,3793.83,4349.24,1.16,0.07,4038.29,3910.38,2768.00
12300.00,12600.00,cross_junction_ratmalana_general,115,350.07,171,5100,AGGREGATED,1403,1403,2.65,5064,43,0.98,3888.12,463472.31,1.14,0.07,430980.43,3993.35,286750.90
12300.00,12600.00,wellawatta_kollupitiya_bus,0,1.82,0,182,AGGREGATED,0,0,0.01,179,76,0.01,388.40,1262.39,5.98,0.36,194.20,443.79,56.00
12300.00,12600.00,wellawatta_kollupitiya_probe,0,0.48,0,124,AGGREGATED,6,6,0.00,125,78,0.00,199.73,343.11,11.99,0.72,72.70,200.18,3.00
12300.00,12600.00,wellawatta_kollupitiya_general,180,100.27,300,24433,AGGREGATED,1204,1204,0.32,24528,78,0.11,205.70,71907.60,11.64,0.70,20448.06,206.23,2558.00
12600.00,12900.00,cross_junction_ratmalana_bus,0,22.11,0,140,AGGREGATED,19,23,0.17,126,45,0.19,9203.44,30304.50,0.50,0.03,28296.89,10088.11,25159.00
12600.00,12900.00,cross_junction_ratmalana_probe,0,3.58,0,34,AGGREGATED,10,10,0.03,32,43,0.01,6133.25,4740.75,0.72,0.04,4518.59,6328.46,3215.00
12600.00,12900.00,cross_junction_ratmalana_general,71,378.93,205,4363,AGGREGATED,1036,1036,2.87,4306,43,1.06,4990.84,501675.59,0.88,0.05,474333.22,5128.77,331095.28
12600.00,12900.00,wellawatta_kollupitiya_bus,0,1.89,0,187,AGGREGATED,3,3,0.01,188,76,0.01,391.37,1307.98,5.93,0.36,189.53,447.95,49.00
12600.00,12900.00,wellawatta_kollupitiya_probe,,,,,,,,,,,,,,,,,,
12600.00,12900.00,wellawatta_kollupitiya_general,212,99.21,290,22990,AGGREGATED,1306,1306,0.32,23070,78,0.11,216.52,71146.69,11.06,0.66,22758.07,217.43,4156.56
12900.00,13200.00,cross_junction_ratmalana_bus,0,23.47,0,90,AGGREGATED,18,18,0.18,81,45,0.21,17592.53,32163.38,0.26,0.02,30898.95,19403.07,28448.00
12900.00,13200.00,cross_junction_ratmalana_probe,0,3.83,0,24,AGGREGATED,3,3,0.03,23,43,0.01,7935.53,5067.38,0.56,0.03,4893.76,8162.09,3658.00
12900.00,13200.00,cross_junction_ratmalana_general,60,419.74,166,2948,AGGREGATED,801,801,3.18,2896,43,1.18,7390.69,555705.13,0.60,0.04,535255.36,7577.11,405618.02
12900.00,13200.00,wellawatta_kollupitiya_bus,0,1.51,0,153,AGGREGATED,3,3,0.00,154,76,0.00,361.52,1048.81,6.42,0.39,120.08,405.82,18.00
12900.00,13200.00,wellawatta_kollupitiya_probe,,,,,,,,,,,,,,,,,,
12900.00,13200.00,wellawatta_kollupitiya_general,170,101.56,253,22962,AGGREGATED,1255,1255,0.33,23048,78,0.11,221.82,72827.79,10.79,0.65,24336.08,223.11,4465.87
13200.00,13500.00,cross_junction_ratmalana_bus,0,22.92,0,83,AGGREGATED,7,9,0.17,77,45,0.20,20900.47,31412.57,0.22,0.01,30594.98,22886.89,28106.00
13200.00,13500.00,cross_junction_ratmalana_probe,0,3.97,0,19,AGGREGATED,0,0,0.03,20,43,0.01,10777.47,5254.83,0.41,0.02,5118.73,11143.96,4092.00
13200.00,13500.00,cross_junction_ratmalana_general,27,446.37,175,2336,AGGREGATED,622,624,3.38,2395,43,1.26,9437.09,590966.12,0.47,0.03,573940.35,9695.89,460496.22
13200.00,13500.00,wellawatta_kollupitiya_bus,0,2.19,0,213,AGGREGATED,2,2,0.01,210,76,0.01,393.43,1518.82,5.90,0.35,207.54,447.51,32.00
13200.00,13500.00,wellawatta_kollupitiya_probe,0,0.16,0,43,AGGREGATED,2,2,0.00,41,78,0.00,171.02,117.88,14.00,0.84,22.40,172.58,2.00
13200.00,13500.00,wellawatta_kollupitiya_general,187,100.03,274,21377,AGGREGATED,1318,1318,0.32,21466,78,0.11,234.88,71729.77,10.19,0.61,26774.21,236.61,3958.80
13500.00,13800.00,cross_junction_ratmalana_bus,0,22.63,0,68,AGGREGATED,1,7,0.17,49,45,0.20,35665.29,31012.88,0.13,0.01,30505.74,39159.29,29070.00
13500.00,13800.00,cross_junction_ratmalana_probe,0,4.01,0,18,AGGREGATED,5,5,0.03,16,43,0.01,14429.70,5309.33,0.31,0.02,5206.01,14986.41,4322.00
13500.00,13800.00,cross_junction_ratmalana_general,21,456.60,147,1593,AGGREGATED,454,454,3.46,1670,43,1.29,16265.41,604509.28,0.27,0.02,594396.10,16820.99,517974.85
13500.00,13800.00,wellawatta_kollupitiya_bus,0,3.48,0,363,AGGREGATED,5,5,0.01,360,76,0.01,356.39,2413.44,6.52,0.39,378.78,397.89,102.00
13500.00,13800.00,wellawatta_kollupitiya_probe,0,0.51,0,113,AGGREGATED,3,3,0.00,115,78,0.00,231.85,366.51,10.33,0.62,147.52,233.28,6.00
13500.00,13800.00,wellawatta_kollupitiya_general,195,101.56,294,22193,AGGREGATED,1234,1234,0.33,22282,78,0.11,227.63,72832.39,10.52,0.63,25484.85,229.01,3584.00
13800.00,14100.00,cross_junction_ratmalana_bus,0,20.31,0,93,AGGREGATED,7,7,0.15,52,45,0.18,36476.01,27836.09,0.13,0.01,27291.03,38517.68,26091.00
13800.00,14100.00,cross_junction_ratmalana_probe,0,3.90,0,2,AGGREGATED,0,0,0.03,3,43,0.01,35499.50,5164.61,0.12,0.01,5123.97,35927.71,4714.00
13800.00,14100.00,cross_junction_ratmalana_general,15,465.55,139,1085,AGGREGATED,333,334,3.53,1170,43,1.31,21333.84,616357.70,0.21,0.01,608481.74,22003.72,556725.07
13800.00,14100.00,wellawatta_kollupitiya_bus,0,4.18,0,343,AGGREGATED,10,10,0.01,346,76,0.01,473.33,2896.40,4.91,0.29,943.48,547.56,448.00
13800.00,14100.00,wellawatta_kollupitiya_probe,0,0.12,0,33,AGGREGATED,4,4,0.00,33,78,0.00,197.17,88.36,12.14,0.73,14.76,196.90,3.00
13800.00,14100.00,wellawatta_kollupitiya_general,169,126.82,276,19954,AGGREGATED,1372,1372,0.41,19884,78,0.14,318.93,90942.41,7.51,0.45,48474.90,329.15,21603.57
14100.00,14400.00,cross_junction_ratmalana_bus,0,18.95,0,104,AGGREGATED,5,5,0.14,70,45,0.16,24347.36,25973.05,0.19,0.01,25291.89,26493.04,24018.10
14100.00,14400.00,cross_junction_ratmalana_probe,0,3.78,0,14,AGGREGATED,2,2,0.03,14,43,0.01,13187.68,4999.92,0.33,0.02,4896.37,13491.93,4327.00
14100.00,14400.00,cross_junction_ratmalana_general,26,463.57,163,1892,AGGREGATED,378,383,3.51,1913,43,1.30,12957.94,613740.34,0.34,0.02,600819.84,13326.47,528461.93
14100.00,14400.00,wellawatta_kollupitiya_bus,0,2.97,0,242,AGGREGATED,2,2,0.01,242,76,0.01,469.62,2060.77,4.95,0.30,707.01,527.00,334.00
14100.00,14400.00,wellawatta_kollupitiya_probe,0,0.35,0,37,AGGREGATED,2,2,0.00,36,78,0.00,467.79,249.19,5.12,0.31,161.71,485.55,65.00
14100.00,14400.00,wellawatta_kollupitiya_general,148,198.89,279,18917,AGGREGATED,1567,1567,0.64,19001,78,0.22,511.42,142629.52,4.68,0.28,101371.05,534.51,54321.52
