interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
0.00,3600.00,ed_bus_speed,0,1.46,0,56,WK_MP_032,0,0,0.36,56,0.30,2.47,138.58,15.52,0.93,9.58,1.70,0.00
0.00,3600.00,ed_bus_speed,0,1.87,0,56,WK_MP_033,0,0,0.47,56,0.30,1.71,95.96,15.32,0.92,7.74,0.92,0.00
0.00,3600.00,ed_bus_speed,0,5.64,0,56,WK_MP_034,5,5,1.41,54,1.65,37.02,2053.82,3.06,0.18,520.16,35.68,56.00
0.00,3600.00,ed_bus_speed,0,3.18,0,54,WK_MP_035,0,0,0.80,54,0.38,1.67,90.06,11.91,0.71,25.73,0.71,0.00
0.00,3600.00,ed_bus_speed,0,1.19,0,54,WK_MP_036,5,5,0.30,54,0.30,4.74,255.81,15.10,0.91,24.04,3.96,0.00
0.00,3600.00,ed_bus_speed,0,1.23,0,54,WK_MP_037,0,0,0.31,54,0.29,3.51,189.56,15.57,0.93,12.53,2.74,0.00
0.00,3600.00,ed_bus_speed,0,1.65,0,54,WK_MP_038,0,0,0.41,54,0.35,2.93,158.20,13.21,0.79,32.80,2.07,4.00
0.00,3600.00,ed_bus_speed,0,2.21,0,54,WK_MP_039,0,0,0.55,54,0.30,1.42,76.93,15.23,0.91,6.67,0.64,0.00
0.00,3600.00,ed_bus_speed,0,1.32,0,54,WK_MP_040,0,0,0.33,54,0.30,3.14,169.36,15.17,0.91,15.20,2.34,0.00
0.00,3600.00,ed_bus_speed,0,1.77,0,54,WK_MP_041,0,0,0.44,54,0.31,2.01,108.42,14.43,0.87,14.58,1.14,0.00
0.00,3600.00,ed_bus_speed,0,5.34,0,54,WK_MP_042,0,0,1.34,53,1.41,12.16,653.01,3.78,0.23,505.01,10.35,288.00
0.00,3600.00,ed_bus_speed,0,26.77,0,52,WK_MP_043,0,0,6.69,51,7.36,27.28,1387.75,0.97,0.06,382.28,23.67,11.00
0.00,3600.00,ed_bus_speed,0,3.86,0,51,WK_MP_044,0,0,0.97,51,0.50,2.53,128.35,8.40,0.50,63.69,1.26,0.00
0.00,3600.00,ed_bus_speed,0,1.09,0,51,WK_MP_045,3,3,0.27,51,0.29,6.95,354.37,14.70,0.88,41.94,6.18,0.00
0.00,3600.00,ed_bus_speed,0,1.13,0,51,WK_MP_046,0,0,0.28,51,0.28,4.36,222.25,15.33,0.92,14.87,3.52,0.00
0.00,3600.00,ed_bus_speed,0,1.03,0,49,WK_MP_047,0,0,0.26,48,0.28,12.04,585.93,14.12,0.85,89.80,10.56,16.00
0.00,3600.00,ed_bus_speed,0,10.05,0,48,WK_MP_048,1,1,2.51,47,2.88,30.98,1473.66,1.70,0.10,381.21,29.41,21.00
0.00,3600.00,ed_bus_speed,0,1.58,0,47,WK_MP_049,0,0,0.39,47,0.32,3.05,143.41,12.22,0.73,38.28,2.20,0.00
0.00,3600.00,ed_bus_speed,0,1.71,0,47,WK_MP_050,1,1,0.43,47,0.25,1.53,72.03,15.46,0.93,5.21,0.77,0.00
0.00,3600.00,ed_bus_speed,0,1.32,0,47,WK_MP_051,0,0,0.33,47,0.26,2.24,105.47,15.24,0.91,9.07,1.46,0.00
0.00,3600.00,ed_bus_speed,0,1.66,0,47,WK_MP_052,0,0,0.42,47,0.40,4.19,196.82,10.73,0.64,70.14,3.23,42.00
0.00,3600.00,ed_bus_speed,0,2.46,0,47,WK_MP_053,0,0,0.61,47,0.38,1.98,93.18,11.37,0.68,29.63,1.10,9.00
0.00,3600.00,ed_bus_speed,0,2.65,0,47,WK_MP_054,0,0,0.66,47,0.54,3.02,142.13,8.89,0.53,66.31,1.96,31.00
0.00,3600.00,ed_bus_speed,0,12.57,0,47,WK_MP_055,0,0,3.14,47,1.47,5.91,277.80,3.07,0.18,226.66,3.89,142.00
0.00,3600.00,ed_bus_speed,0,17.36,0,47,WK_MP_056,0,0,4.34,46,4.73,28.63,1334.48,1.17,0.07,402.30,25.72,68.00
0.00,3600.00,ed_bus_speed,0,4.79,0,46,WK_MP_057,0,0,1.20,46,0.44,1.98,90.85,8.74,0.52,43.20,0.69,0.00
0.00,3600.00,ed_bus_speed,0,2.51,0,46,WK_MP_058,0,0,0.63,46,0.33,1.87,85.88,11.53,0.69,26.50,0.89,0.00
0.00,3600.00,ed_bus_speed,0,1.45,0,46,WK_MP_059,0,0,0.36,46,0.26,2.00,91.86,14.80,0.89,10.29,1.22,0.00
0.00,3600.00,ed_bus_speed,0,0.99,0,46,WK_MP_060,0,0,0.25,46,0.24,4.21,193.56,15.71,0.94,11.19,3.44,0.00
0.00,3600.00,ed_bus_speed,0,1.52,0,46,WK_MP_061,0,0,0.38,46,0.25,1.67,76.62,15.62,0.94,4.85,0.90,0.00
0.00,3600.00,ed_bus_speed,0,2.27,0,46,WK_MP_062,0,0,0.57,46,0.54,7.74,355.14,7.18,0.43,202.20,5.70,113.00
0.00,3600.00,ed_bus_speed,0,23.16,0,45,WK_MP_063,0,0,5.79,45,6.38,26.50,1192.50,0.99,0.06,303.60,23.98,16.00
0.00,3600.00,ed_bus_speed,0,2.23,0,44,WK_MP_064,0,0,0.56,44,0.36,2.68,117.71,9.96,0.60,47.37,1.62,0.00
0.00,3600.00,ed_bus_speed,0,2.59,0,44,WK_MP_065,0,0,0.65,44,0.27,1.35,59.54,13.58,0.81,11.03,0.50,0.00
0.00,3600.00,ed_bus_speed,0,1.07,0,44,WK_MP_066,0,0,0.27,44,0.23,2.86,126.01,15.59,0.94,8.13,2.10,0.00
0.00,3600.00,ed_bus_speed,0,1.09,0,44,WK_MP_067,0,0,0.27,44,0.23,2.65,116.61,15.72,0.94,6.65,1.88,0.00
0.00,3600.00,ed_bus_speed,0,1.65,0,44,WK_MP_068,0,0,0.41,44,0.23,1.45,63.81,15.69,0.94,3.77,0.68,0.00
0.00,3600.00,ed_bus_speed,0,2.70,0,44,WK_MP_069,0,0,0.68,44,0.24,1.09,48.02,15.52,0.93,3.30,0.32,0.00
0.00,3600.00,ed_bus_speed,0,0.87,0,44,WK_MP_070,0,0,0.22,44,0.23,7.59,333.99,15.61,0.94,21.18,6.82,0.00
0.00,3600.00,ed_bus_speed,0,2.35,0,44,WK_MP_071,0,0,0.59,44,0.24,1.16,51.06,15.54,0.93,3.47,0.39,0.00
0.00,3600.00,ed_bus_speed,0,1.26,0,44,WK_MP_072,0,0,0.32,44,0.24,2.07,91.21,15.48,0.93,6.51,1.29,0.00
0.00,3600.00,ed_bus_speed,0,1.21,0,44,WK_MP_073,0,0,0.30,44,0.25,2.65,116.54,14.62,0.88,14.31,1.81,0.00
0.00,3600.00,ed_bus_speed,0,1.06,0,44,WK_MP_074,0,0,0.27,44,0.25,3.56,156.59,14.87,0.89,16.94,2.73,0.00
0.00,3600.00,ed_bus_speed,0,1.35,0,44,WK_MP_075,0,0,0.34,44,0.26,2.43,107.02,13.97,0.84,17.33,1.50,0.00
0.00,3600.00,ed_bus_speed,0,10.46,0,44,WK_MP_076,0,0,2.62,44,0.93,4.06,178.57,4.12,0.25,134.39,2.79,77.00
0.00,3600.00,ed_bus_speed,0,11.19,0,44,WK_MP_077,1,1,2.80,43,3.17,27.38,1179.93,1.51,0.09,286.32,24.78,14.00
0.00,3600.00,ed_bus_speed,0,1.03,0,43,WK_MP_078,7,7,0.26,43,0.27,8.22,353.59,13.11,0.79,75.47,7.44,0.00
0.00,3600.00,ed_bus_speed,0,5.99,0,75,gneE40,9,9,2.99,75,3.51,36.60,2742.73,3.80,0.23,738.85,35.80,65.00
0.00,3600.00,ed_bus_speed,0,0.15,4,0,gneE5,4,4,0.08,4,0.09,64.07,249.61,7.24,0.52,117.79,62.28,86.00
3600.00,7200.00,ed_bus_speed,0,1.93,0,88,102651364#23.9,0,0,0.64,87,0.66,6.55,575.14,14.49,0.87,75.33,5.78,0.00
3600.00,7200.00,ed_bus_speed,0,13.58,104,0,112446385#5,10,10,6.79,98,8.13,284.61,28268.81,2.07,0.12,24753.29,283.26,17124.00
3600.00,7200.00,ed_bus_speed,3,0.12,0,3,15242148#0,0,0,0.12,0,0.13,26.99,77.87,7.34,0.88,9.24,25.30,0.00
3600.00,7200.00,ed_bus_speed,1,0.03,0,1,155990909#1,1,1,0.01,0,0.02,25.63,25.12,10.22,0.92,2.01,24.50,0.00
3600.00,7200.00,ed_bus_speed,0,5.38,0,71,161480084#0,5,5,2.69,71,2.67,11.58,822.09,4.70,0.28,590.18,9.51,166.00
3600.00,7200.00,ed_bus_speed,0,5.26,0,71,161480084#1,1,1,2.63,71,2.66,12.70,901.88,4.69,0.28,647.91,11.24,240.00
3600.00,7200.00,ed_bus_speed,0,5.38,0,72,161480084#10,3,3,2.69,72,2.84,11.95,860.62,4.72,0.28,616.98,10.51,271.00
3600.00,7200.00,ed_bus_speed,0,7.95,0,72,161480084#11,3,3,3.97,72,2.23,3.41,243.20,6.00,0.36,155.60,1.84,51.00
3600.00,7200.00,ed_bus_speed,0,7.79,0,72,161480084#12,4,4,3.90,71,4.34,26.55,1900.62,3.00,0.18,1558.14,24.42,783.00
3600.00,7200.00,ed_bus_speed,0,9.29,0,71,161480084#14,4,4,4.65,70,5.13,32.00,2255.14,2.48,0.15,1919.43,29.59,841.00
3600.00,7200.00,ed_bus_speed,0,9.97,0,70,161480084#15,0,0,4.98,70,5.30,26.36,1840.43,2.40,0.14,1575.42,23.19,603.00
3600.00,7200.00,ed_bus_speed,0,10.85,0,69,161480084#16,0,0,5.42,68,6.23,62.78,4279.16,1.94,0.12,3782.12,60.30,1770.00
3600.00,7200.00,ed_bus_speed,0,15.83,0,68,161480084#17,0,0,7.92,67,9.08,54.42,3688.47,1.41,0.08,2149.68,52.34,1041.00
3600.00,7200.00,ed_bus_speed,0,8.12,0,67,161480084#18,0,0,2.71,67,2.55,19.78,1325.57,2.90,0.17,1094.99,13.14,700.00
3600.00,7200.00,ed_bus_speed,0,10.49,0,71,161480084#2,16,16,3.50,71,3.90,20.10,1406.41,2.45,0.15,565.84,18.30,211.00
3600.00,7200.00,ed_bus_speed,0,10.40,0,67,161480084#20,0,0,3.47,67,3.62,29.45,1972.91,2.20,0.13,1712.27,28.17,1400.00
3600.00,7200.00,ed_bus_speed,0,5.85,0,66,161480084#22,5,5,2.93,65,3.39,38.10,2508.23,3.44,0.21,955.71,36.65,132.00
3600.00,7200.00,ed_bus_speed,0,1.42,0,65,161480084#23,1,1,0.71,65,0.76,9.31,605.05,14.02,0.84,96.32,8.50,0.00
3600.00,7200.00,ed_bus_speed,0,5.14,0,65,161480084#24,5,5,2.57,68,2.99,34.50,2275.55,3.91,0.23,726.30,33.25,149.00
3600.00,7200.00,ed_bus_speed,0,2.27,0,68,161480084#26,3,3,1.14,68,0.90,2.90,196.44,12.42,0.75,50.03,2.03,0.00
3600.00,7200.00,ed_bus_speed,0,6.24,0,71,161480084#3,19,19,2.08,70,2.28,17.77,1249.95,3.81,0.23,964.43,16.60,587.00
3600.00,7200.00,ed_bus_speed,0,1.57,0,70,161480084#4,2,2,0.79,72,0.84,8.02,572.08,14.09,0.85,88.55,7.15,0.00
3600.00,7200.00,ed_bus_speed,0,2.76,0,72,161480084#5,2,2,1.38,71,1.47,8.77,629.58,8.59,0.52,305.08,7.65,122.00
3600.00,7200.00,ed_bus_speed,0,3.77,0,71,161480084#6,0,0,1.89,71,1.73,5.52,389.99,7.38,0.44,217.31,4.03,51.00
3600.00,7200.00,ed_bus_speed,0,6.13,0,71,161480084#7,4,4,3.06,72,3.48,26.62,1895.93,3.68,0.22,878.46,25.26,263.00
3600.00,7200.00,ed_bus_speed,0,5.08,0,72,161480084#8,5,5,2.54,72,2.59,9.09,651.69,5.23,0.31,447.04,7.78,236.00
3600.00,7200.00,ed_bus_speed,0,5.83,0,72,161480084#9,3,3,2.91,72,3.10,13.09,942.25,4.35,0.26,696.36,11.53,333.00
3600.00,7200.00,ed_bus_speed,0,0.45,0,9,185733519#1,0,0,0.15,9,0.11,3.24,29.15,9.22,0.66,9.79,2.06,0.00
3600.00,7200.00,ed_bus_speed,3,0.45,0,3,18598988,0,0,0.23,0,0.25,48.58,128.64,1.88,0.68,41.30,42.37,0.00
3600.00,7200.00,ed_bus_speed,0,1.89,0,89,194092438#4,4,4,0.95,88,0.96,5.29,465.29,15.18,0.91,41.51,4.52,0.00
3600.00,7200.00,ed_bus_speed,0,2.05,0,88,194092438#5,5,5,1.02,88,1.01,4.37,384.54,14.70,0.88,45.47,3.56,0.00
3600.00,7200.00,ed_bus_speed,0,1.78,0,88,194092438#6,2,2,0.89,88,0.95,7.08,623.19,15.42,0.92,46.78,6.31,0.00
3600.00,7200.00,ed_bus_speed,0,1.84,0,88,194092438#7,3,3,0.92,88,0.96,5.99,527.60,15.28,0.92,43.96,5.20,0.00
3600.00,7200.00,ed_bus_speed,9,0.21,0,9,194099559#0,1,1,0.05,0,0.06,17.17,150.22,12.53,0.90,14.72,16.22,0.00
3600.00,7200.00,ed_bus_speed,4,0.10,0,4,19811337#1,1,1,0.05,0,0.06,27.50,107.03,11.55,0.83,18.04,26.51,0.00
3600.00,7200.00,ed_bus_speed,0,0.44,0,9,23169388,0,0,0.15,9,0.08,1.88,16.95,12.05,0.87,2.24,0.91,0.00
3600.00,7200.00,ed_bus_speed,4,0.59,0,4,23323086,0,0,0.59,0,0.69,142.61,546.37,1.90,0.69,171.23,136.33,0.00
3600.00,7200.00,ed_bus_speed,0,0.34,0,9,259798301#1,0,0,0.17,9,0.15,4.72,42.15,9.76,0.59,17.48,3.20,0.00
3600.00,7200.00,ed_bus_speed,0,2.12,0,62,289027979,0,0,0.71,62,0.46,1.77,109.81,14.91,0.89,11.62,0.97,0.00
3600.00,7200.00,ed_bus_speed,0,2.45,0,17,351910071,0,0,1.22,17,1.27,12.85,218.39,2.86,0.17,180.89,11.39,120.00
3600.00,7200.00,ed_bus_speed,0,0.39,0,9,356578615#0,22,22,0.08,9,0.08,19.87,176.60,6.97,0.42,102.07,17.72,6.00
3600.00,7200.00,ed_bus_speed,0,0.61,3,0,376601738#2,0,0,0.61,3,0.73,102.10,279.56,1.36,0.49,151.90,99.73,82.00
3600.00,7200.00,ed_bus_speed,62,1.23,0,62,455043449,0,0,0.61,0,0.67,7.41,442.88,15.18,0.91,39.69,6.63,0.00
3600.00,7200.00,ed_bus_speed,0,1.24,0,62,455043472,0,0,0.62,62,0.68,9.35,579.68,15.14,0.91,53.11,8.55,0.00
3600.00,7200.00,ed_bus_speed,0,1.58,0,62,455043517,1,1,0.79,62,0.67,2.65,164.18,15.40,0.92,12.51,1.86,0.00
3600.00,7200.00,ed_bus_speed,0,1.25,0,62,455043526,1,1,0.42,62,0.45,7.62,472.49,15.35,0.92,37.48,6.84,0.00
3600.00,7200.00,ed_bus_speed,0,2.85,0,89,48701240#1,1,1,1.43,88,0.99,1.92,168.69,14.83,0.89,18.67,1.09,0.00
3600.00,7200.00,ed_bus_speed,0,1.69,0,87,48701240#11,10,10,0.85,87,0.96,14.20,1235.19,15.13,0.91,114.06,13.40,0.00
3600.00,7200.00,ed_bus_speed,0,2.00,0,87,48701240#15,1,1,1.00,87,0.97,4.13,358.55,14.94,0.90,37.14,3.33,0.00
3600.00,7200.00,ed_bus_speed,0,1.85,0,87,48701240#16,10,10,0.92,87,1.00,8.18,710.83,14.51,0.87,92.13,7.30,0.00
3600.00,7200.00,ed_bus_speed,0,3.72,0,87,48701240#17.68,1,1,1.86,85,2.07,26.43,2274.29,6.88,0.41,1335.09,23.47,625.00
3600.00,7200.00,ed_bus_speed,0,5.28,0,88,48701240#4,16,16,2.64,86,3.06,26.11,2269.70,5.03,0.30,617.34,25.27,102.00
3600.00,7200.00,ed_bus_speed,0,1.78,0,86,48701240#6,8,8,0.89,86,0.98,9.93,852.87,14.63,0.88,104.18,9.03,0.00
3600.00,7200.00,ed_bus_speed,0,5.44,0,86,48701240#9,13,13,2.72,87,3.14,23.77,2060.83,4.93,0.30,585.50,22.97,65.00
3600.00,7200.00,ed_bus_speed,0,20.18,0,85,50071260#3,0,0,10.09,85,4.29,4.81,408.96,3.66,0.22,319.07,3.37,209.00
3600.00,7200.00,ed_bus_speed,0,11.99,0,84,50071260#4,0,0,6.00,84,4.31,5.98,502.59,3.95,0.24,383.47,3.98,187.00
3600.00,7200.00,ed_bus_speed,0,6.45,0,81,50071266#1,4,4,3.22,81,3.45,23.14,1874.64,4.01,0.24,1423.81,20.40,254.00
3600.00,7200.00,ed_bus_speed,0,7.77,0,78,50071266#10,2,2,3.88,78,3.58,13.17,1027.57,3.70,0.22,799.47,10.05,32.00
3600.00,7200.00,ed_bus_speed,0,8.65,0,78,50071266#11,3,3,4.33,76,5.07,118.69,9111.87,2.57,0.15,6199.39,116.81,664.00
3600.00,7200.00,ed_bus_speed,0,5.32,0,76,50071266#18,1,1,2.66,76,2.80,15.66,1189.98,4.74,0.28,851.79,13.67,189.00
3600.00,7200.00,ed_bus_speed,0,5.34,0,76,50071266#20,1,1,2.67,76,2.52,8.82,665.60,5.29,0.32,454.56,7.07,84.00
3600.00,7200.00,ed_bus_speed,0,6.27,0,76,50071266#21,10,10,3.13,76,2.70,8.85,672.05,4.72,0.28,479.35,6.38,102.00
3600.00,7200.00,ed_bus_speed,0,4.88,0,71,50071266#22,4,4,2.44,71,2.53,14.07,996.79,4.88,0.29,704.75,11.96,175.00
3600.00,7200.00,ed_bus_speed,0,5.11,0,71,50071266#24,11,11,2.55,71,2.71,16.37,1156.17,4.57,0.27,838.97,14.63,256.00
3600.00,7200.00,ed_bus_speed,0,7.44,0,81,50071266#3,0,0,3.72,78,4.27,67.95,5374.68,3.13,0.19,4365.50,64.78,862.00
3600.00,7200.00,ed_bus_speed,0,9.50,0,78,50071266#7,2,2,4.75,78,5.49,77.49,6043.90,2.44,0.15,4405.77,74.99,826.00
3600.00,7200.00,ed_bus_speed,0,1.60,18,0,51086283#3,0,0,0.80,17,0.92,211.83,3719.48,3.11,0.19,3024.62,199.85,2280.00
3600.00,7200.00,ed_bus_speed,0,1.31,0,9,668326453#5,1,1,0.44,9,0.12,1.81,16.25,8.56,0.62,6.24,0.55,0.00
3600.00,7200.00,ed_bus_speed,0,1.70,0,87,758636097#0,4,4,0.85,90,0.97,16.12,1413.12,15.10,0.91,132.98,15.28,1.00
3600.00,7200.00,ed_bus_speed,0,2.25,0,92,758636097#10,6,6,1.13,91,1.11,5.25,480.59,13.57,0.81,89.35,4.46,0.00
3600.00,7200.00,ed_bus_speed,0,1.84,0,91,758636097#11,6,6,0.92,91,1.00,8.34,758.57,15.14,0.91,69.55,7.54,0.00
3600.00,7200.00,ed_bus_speed,0,8.83,0,91,758636097#12,13,13,4.42,91,5.11,30.00,2721.00,3.25,0.20,720.23,28.65,97.00
3600.00,7200.00,ed_bus_speed,0,2.26,0,90,758636097#14,0,0,1.13,90,1.01,3.35,301.22,14.66,0.88,36.30,2.56,0.00
3600.00,7200.00,ed_bus_speed,0,1.77,0,90,758636097#15,6,6,0.88,90,1.00,14.37,1293.51,14.97,0.90,132.14,13.54,9.00
3600.00,7200.00,ed_bus_speed,0,2.72,0,90,758636097#22,0,0,1.36,90,1.09,2.54,227.87,13.89,0.83,37.94,1.67,0.00
3600.00,7200.00,ed_bus_speed,0,1.85,0,90,758636097#23,8,8,0.92,91,1.04,13.72,1238.50,14.43,0.87,163.28,12.82,0.00
3600.00,7200.00,ed_bus_speed,0,3.39,0,88,758636097#25,35,35,1.70,89,2.01,84.49,7439.23,7.35,0.44,1565.15,83.55,182.00
3600.00,7200.00,ed_bus_speed,0,4.48,0,90,758636097#3,66,66,2.24,92,2.64,67.37,6121.50,5.81,0.35,1578.90,66.03,265.00
3600.00,7200.00,ed_bus_speed,0,6.49,0,115,CR_MP_001,121,121,2.16,115,2.54,43.33,4981.04,5.20,0.31,1762.47,42.40,332.00
3600.00,7200.00,ed_bus_speed,0,6.06,0,115,CR_MP_002,0,0,2.02,115,0.93,1.42,163.34,13.72,0.82,28.89,0.56,0.00
3600.00,7200.00,ed_bus_speed,0,4.29,0,115,CR_MP_003,0,0,1.43,115,0.94,1.89,217.65,13.78,0.83,37.74,1.04,0.00
3600.00,7200.00,ed_bus_speed,0,2.98,0,115,CR_MP_004,2,2,0.99,115,0.91,3.65,420.19,14.02,0.84,66.92,2.79,3.00
3600.00,7200.00,ed_bus_speed,0,4.78,0,115,CR_MP_005,19,19,1.59,115,1.85,26.18,3004.17,7.13,0.43,713.71,25.30,48.00
3600.00,7200.00,ed_bus_speed,0,4.05,0,114,CR_MP_006,1,1,1.35,114,1.03,2.51,285.14,12.57,0.75,70.21,1.56,0.00
3600.00,7200.00,ed_bus_speed,0,2.49,0,114,CR_MP_007,8,8,0.83,114,0.90,9.49,1082.31,14.00,0.84,173.66,8.60,30.00
3600.00,7200.00,ed_bus_speed,0,4.67,0,114,CR_MP_008,1,1,1.56,114,1.61,6.97,794.78,8.51,0.51,389.25,5.89,204.00
3600.00,7200.00,ed_bus_speed,0,13.56,0,114,CR_MP_009,22,22,4.52,113,5.17,26.06,2962.19,2.79,0.17,879.67,24.77,131.00
3600.00,7200.00,ed_bus_speed,0,2.93,0,113,CR_MP_010,6,6,0.98,114,0.96,5.21,589.52,13.03,0.78,128.71,4.40,19.00
3600.00,7200.00,ed_bus_speed,0,2.89,0,114,CR_MP_011,4,4,0.96,114,0.83,2.84,323.53,15.15,0.91,29.50,2.05,0.00
3600.00,7200.00,ed_bus_speed,0,3.25,0,113,CR_MP_012,46,46,1.08,113,1.28,44.75,5067.82,9.94,0.60,930.02,43.90,125.00
3600.00,7200.00,ed_bus_speed,0,2.46,0,113,CR_MP_013,9,9,0.82,113,0.90,9.58,1082.25,14.02,0.84,171.96,8.66,3.00
3600.00,7200.00,ed_bus_speed,0,8.16,0,113,CR_MP_014,15,15,2.72,113,3.17,30.82,3481.89,4.24,0.25,1040.12,29.87,141.00
3600.00,7200.00,ed_bus_speed,0,3.01,0,113,CR_MP_015,2,2,1.00,113,0.89,3.29,371.48,14.09,0.85,57.43,2.45,0.00
3600.00,7200.00,ed_bus_speed,0,2.82,0,113,CR_MP_016,16,16,0.94,113,0.82,2.81,315.56,15.34,0.92,25.26,2.04,0.00
3600.00,7200.00,ed_bus_speed,0,2.27,0,113,CR_MP_017,4,4,0.76,113,0.84,10.83,1224.01,14.93,0.90,127.50,10.00,29.00
3600.00,7200.00,ed_bus_speed,0,3.88,0,113,CR_MP_018,0,0,1.29,113,1.16,4.59,518.88,10.70,0.64,185.71,3.29,95.00
3600.00,7200.00,ed_bus_speed,0,0.16,0,3,CR_MP_020,3,3,0.05,3,0.05,4.96,14.89,7.67,0.46,8.04,3.37,0.00
3600.00,7200.00,ed_bus_speed,0,2.32,0,114,CR_MP_021,3,3,0.77,114,0.84,9.85,1122.65,14.85,0.89,122.57,9.07,0.00
3600.00,7200.00,ed_bus_speed,0,6.14,0,114,CR_MP_022,28,28,2.05,114,2.37,23.42,2668.88,5.67,0.34,658.93,22.49,86.00
3600.00,7200.00,ed_bus_speed,0,2.40,0,117,CR_MP_023,17,17,0.80,117,0.87,8.49,993.51,14.94,0.90,103.27,7.70,0.00
3600.00,7200.00,ed_bus_speed,0,6.36,0,118,CR_MP_024,37,37,2.12,116,2.48,37.88,4441.99,5.44,0.33,1127.47,36.82,154.00
3600.00,7200.00,ed_bus_speed,0,2.40,0,116,CR_MP_025,26,26,0.80,117,0.88,10.83,1263.03,14.61,0.88,156.03,9.96,0.00
3600.00,7200.00,ed_bus_speed,0,6.48,0,117,CR_MP_026,30,30,2.16,117,2.52,34.48,4032.94,5.36,0.32,1067.18,33.45,164.00
